source,relation,target
Eletriptan,CAUSES,Medication overuse headache
Almotriptan,TARGETS,5-HT1B receptor
Almotriptan,TARGETS,5-HT1D receptor
Almotriptan,METABOLIZED_BY,MAO-A
Almotriptan,METABOLIZED_BY,CYP1A2
Almotriptan,TRANSPORTED_BY,P-glycoprotein (P-gp)
Almotriptan,PARTICIPATES_IN,Serotonergic vasoconstriction / Trigeminal inhibition
Almotriptan,CAUSES,Chest tightness
Almotriptan,CAUSES,Paresthesia
Almotriptan,CAUSES,Dizziness
Almotriptan,CAUSES,Flushing
Almotriptan,CAUSES,Medication overuse headache
Frovatriptan,TARGETS,5-HT1B receptor
Frovatriptan,TARGETS,5-HT1D receptor
Frovatriptan,METABOLIZED_BY,MAO-A
Frovatriptan,METABOLIZED_BY,CYP1A2
Frovatriptan,TRANSPORTED_BY,P-glycoprotein (P-gp)
Frovatriptan,PARTICIPATES_IN,Serotonergic vasoconstriction / Trigeminal inhibition
Frovatriptan,CAUSES,Chest tightness
Frovatriptan,CAUSES,Paresthesia
Frovatriptan,CAUSES,Dizziness
Frovatriptan,CAUSES,Flushing
Frovatriptan,CAUSES,Medication overuse headache
Naratriptan,TARGETS,5-HT1B receptor
Naratriptan,TARGETS,5-HT1D receptor
Naratriptan,METABOLIZED_BY,MAO-A
Naratriptan,METABOLIZED_BY,CYP1A2
Naratriptan,TRANSPORTED_BY,P-glycoprotein (P-gp)
Naratriptan,PARTICIPATES_IN,Serotonergic vasoconstriction / Trigeminal inhibition
Naratriptan,CAUSES,Chest tightness
Naratriptan,CAUSES,Paresthesia
Naratriptan,CAUSES,Dizziness
Naratriptan,CAUSES,Flushing
Naratriptan,CAUSES,Medication overuse headache
Ritonavir,TARGETS,HIV-1 protease
Ritonavir,METABOLIZED_BY,CYP3A4 (strong inhibitor)
Ritonavir,TRANSPORTED_BY,P-glycoprotein (P-gp)
Ritonavir,TRANSPORTED_BY,MRP2
Ritonavir,PARTICIPATES_IN,Viral polyprotein processing
Ritonavir,CAUSES,Lipodystrophy
Ritonavir,CAUSES,Hyperlipidemia
Ritonavir,CAUSES,Insulin resistance
Ritonavir,CAUSES,Hepatotoxicity
Ritonavir,CAUSES,GI distress
Darunavir,TARGETS,HIV-1 protease
Darunavir,METABOLIZED_BY,CYP3A4 (strong inhibitor)
Darunavir,TRANSPORTED_BY,P-glycoprotein (P-gp)
Darunavir,TRANSPORTED_BY,MRP2
Darunavir,PARTICIPATES_IN,Viral polyprotein processing
Darunavir,CAUSES,Lipodystrophy
Darunavir,CAUSES,Hyperlipidemia
Darunavir,CAUSES,Insulin resistance
Darunavir,CAUSES,Hepatotoxicity
Darunavir,CAUSES,GI distress
Atazanavir,TARGETS,HIV-1 protease
Atazanavir,METABOLIZED_BY,CYP3A4 (strong inhibitor)
Atazanavir,TRANSPORTED_BY,P-glycoprotein (P-gp)
Atazanavir,TRANSPORTED_BY,MRP2
Atazanavir,PARTICIPATES_IN,Viral polyprotein processing
Atazanavir,CAUSES,Lipodystrophy
Atazanavir,CAUSES,Hyperlipidemia
Atazanavir,CAUSES,Insulin resistance
Atazanavir,CAUSES,Hepatotoxicity
Atazanavir,CAUSES,GI distress
Lopinavir,TARGETS,HIV-1 protease
Lopinavir,METABOLIZED_BY,CYP3A4 (strong inhibitor)
Lopinavir,TRANSPORTED_BY,P-glycoprotein (P-gp)
Lopinavir,TRANSPORTED_BY,MRP2
Lopinavir,PARTICIPATES_IN,Viral polyprotein processing
Lopinavir,CAUSES,Lipodystrophy
Lopinavir,CAUSES,Hyperlipidemia
Lopinavir,CAUSES,Insulin resistance
Lopinavir,CAUSES,Hepatotoxicity
Lopinavir,CAUSES,GI distress
Saquinavir,TARGETS,HIV-1 protease
Saquinavir,METABOLIZED_BY,CYP3A4 (strong inhibitor)
Saquinavir,TRANSPORTED_BY,P-glycoprotein (P-gp)
Saquinavir,TRANSPORTED_BY,MRP2
Saquinavir,PARTICIPATES_IN,Viral polyprotein processing
Saquinavir,CAUSES,Lipodystrophy
Saquinavir,CAUSES,Hyperlipidemia
Saquinavir,CAUSES,Insulin resistance
Saquinavir,CAUSES,Hepatotoxicity
Saquinavir,CAUSES,GI distress
Nelfinavir,TARGETS,HIV-1 protease
Nelfinavir,METABOLIZED_BY,CYP3A4 (strong inhibitor)
Nelfinavir,TRANSPORTED_BY,P-glycoprotein (P-gp)
Nelfinavir,TRANSPORTED_BY,MRP2
Nelfinavir,PARTICIPATES_IN,Viral polyprotein processing
Nelfinavir,CAUSES,Lipodystrophy
Nelfinavir,CAUSES,Hyperlipidemia
Nelfinavir,CAUSES,Insulin resistance
Nelfinavir,CAUSES,Hepatotoxicity
Nelfinavir,CAUSES,GI distress
Tipranavir,TARGETS,HIV-1 protease
Tipranavir,METABOLIZED_BY,CYP3A4 (strong inhibitor)
Tipranavir,TRANSPORTED_BY,P-glycoprotein (P-gp)
Tipranavir,TRANSPORTED_BY,MRP2
Tipranavir,PARTICIPATES_IN,Viral polyprotein processing
Tipranavir,CAUSES,Lipodystrophy
Tipranavir,CAUSES,Hyperlipidemia
Tipranavir,CAUSES,Insulin resistance
Tipranavir,CAUSES,Hepatotoxicity
Tipranavir,CAUSES,GI distress
Indinavir,TARGETS,HIV-1 protease
Indinavir,METABOLIZED_BY,CYP3A4 (strong inhibitor)
Indinavir,TRANSPORTED_BY,P-glycoprotein (P-gp)
Indinavir,TRANSPORTED_BY,MRP2
Indinavir,PARTICIPATES_IN,Viral polyprotein processing
Indinavir,CAUSES,Lipodystrophy
Indinavir,CAUSES,Hyperlipidemia
Indinavir,CAUSES,Insulin resistance
Indinavir,CAUSES,Hepatotoxicity
Indinavir,CAUSES,GI distress
Phenytoin,TARGETS,Voltage-gated sodium channel (SCN1A/SCN5A)
Phenytoin,METABOLIZED_BY,CYP2C9
Phenytoin,METABOLIZED_BY,CYP2C19
Phenytoin,METABOLIZED_BY,CYP3A4
Phenytoin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Phenytoin,PARTICIPATES_IN,Neuronal excitability pathway
Phenytoin,CAUSES,Stevens-Johnson syndrome
Phenytoin,CAUSES,Dizziness
Phenytoin,CAUSES,Ataxia
Phenytoin,CAUSES,Nystagmus
Phenytoin,CAUSES,Leucopenia
Carbamazepine,TARGETS,Voltage-gated sodium channel (SCN1A/SCN5A)
Carbamazepine,METABOLIZED_BY,CYP2C9
Carbamazepine,METABOLIZED_BY,CYP2C19
Carbamazepine,METABOLIZED_BY,CYP3A4
Carbamazepine,TRANSPORTED_BY,P-glycoprotein (P-gp)
Carbamazepine,PARTICIPATES_IN,Neuronal excitability pathway
Carbamazepine,CAUSES,Stevens-Johnson syndrome
Carbamazepine,CAUSES,Dizziness
Carbamazepine,CAUSES,Ataxia
Carbamazepine,CAUSES,Nystagmus
Carbamazepine,CAUSES,Leucopenia
Oxcarbazepine,TARGETS,Voltage-gated sodium channel (SCN1A/SCN5A)
Oxcarbazepine,METABOLIZED_BY,CYP2C9
Oxcarbazepine,METABOLIZED_BY,CYP2C19
Oxcarbazepine,METABOLIZED_BY,CYP3A4
Oxcarbazepine,TRANSPORTED_BY,P-glycoprotein (P-gp)
Oxcarbazepine,PARTICIPATES_IN,Neuronal excitability pathway
Oxcarbazepine,CAUSES,Stevens-Johnson syndrome
Oxcarbazepine,CAUSES,Dizziness
Oxcarbazepine,CAUSES,Ataxia
Oxcarbazepine,CAUSES,Nystagmus
Oxcarbazepine,CAUSES,Leucopenia
Lamotrigine,TARGETS,Voltage-gated sodium channel (SCN1A/SCN5A)
Lamotrigine,METABOLIZED_BY,CYP2C9
Lamotrigine,METABOLIZED_BY,CYP2C19
Lamotrigine,METABOLIZED_BY,CYP3A4
Lamotrigine,TRANSPORTED_BY,P-glycoprotein (P-gp)
Lamotrigine,PARTICIPATES_IN,Neuronal excitability pathway
Lamotrigine,CAUSES,Stevens-Johnson syndrome
Lamotrigine,CAUSES,Dizziness
Lamotrigine,CAUSES,Ataxia
Lamotrigine,CAUSES,Nystagmus
Lamotrigine,CAUSES,Leucopenia
Valproate,TARGETS,Voltage-gated sodium channel (SCN1A/SCN5A)
Valproate,METABOLIZED_BY,CYP2C9
Valproate,METABOLIZED_BY,CYP2C19
Valproate,METABOLIZED_BY,CYP3A4
Valproate,TRANSPORTED_BY,P-glycoprotein (P-gp)
Valproate,PARTICIPATES_IN,Neuronal excitability pathway
Valproate,CAUSES,Stevens-Johnson syndrome
Valproate,CAUSES,Dizziness
Valproate,CAUSES,Ataxia
Valproate,CAUSES,Nystagmus
Valproate,CAUSES,Leucopenia
Zonisamide,TARGETS,Voltage-gated sodium channel (SCN1A/SCN5A)
Zonisamide,METABOLIZED_BY,CYP2C9
Zonisamide,METABOLIZED_BY,CYP2C19
Zonisamide,METABOLIZED_BY,CYP3A4
Zonisamide,TRANSPORTED_BY,P-glycoprotein (P-gp)
Zonisamide,PARTICIPATES_IN,Neuronal excitability pathway
Zonisamide,CAUSES,Stevens-Johnson syndrome
Zonisamide,CAUSES,Dizziness
Zonisamide,CAUSES,Ataxia
Zonisamide,CAUSES,Nystagmus
Zonisamide,CAUSES,Leucopenia
Lacosamide,TARGETS,Voltage-gated sodium channel (SCN1A/SCN5A)
Lacosamide,METABOLIZED_BY,CYP2C9
Lacosamide,METABOLIZED_BY,CYP2C19
Lacosamide,METABOLIZED_BY,CYP3A4
Lacosamide,TRANSPORTED_BY,P-glycoprotein (P-gp)
Lacosamide,PARTICIPATES_IN,Neuronal excitability pathway
Lacosamide,CAUSES,Stevens-Johnson syndrome
Lacosamide,CAUSES,Dizziness
Lacosamide,CAUSES,Ataxia
Lacosamide,CAUSES,Nystagmus
Lacosamide,CAUSES,Leucopenia
Topiramate,TARGETS,Voltage-gated sodium channel (SCN1A/SCN5A)
Topiramate,METABOLIZED_BY,CYP2C9
Topiramate,METABOLIZED_BY,CYP2C19
Topiramate,METABOLIZED_BY,CYP3A4
Topiramate,TRANSPORTED_BY,P-glycoprotein (P-gp)
Topiramate,PARTICIPATES_IN,Neuronal excitability pathway
Topiramate,CAUSES,Stevens-Johnson syndrome
Topiramate,CAUSES,Dizziness
Topiramate,CAUSES,Ataxia
Topiramate,CAUSES,Nystagmus
Topiramate,CAUSES,Leucopenia
Tamsulosin,TARGETS,Alpha-1A adrenergic receptor
Tamsulosin,TARGETS,Alpha-1D adrenergic receptor
Tamsulosin,METABOLIZED_BY,CYP3A4
Tamsulosin,METABOLIZED_BY,CYP2D6
Tamsulosin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Tamsulosin,PARTICIPATES_IN,Smooth muscle relaxation pathway
Tamsulosin,CAUSES,Orthostatic hypotension
Tamsulosin,CAUSES,Intraoperative floppy iris syndrome
Tamsulosin,CAUSES,Dizziness
Tamsulosin,CAUSES,Retrograde ejaculation
Alfuzosin,TARGETS,Alpha-1A adrenergic receptor
Alfuzosin,TARGETS,Alpha-1D adrenergic receptor
Alfuzosin,METABOLIZED_BY,CYP3A4
Alfuzosin,METABOLIZED_BY,CYP2D6
Alfuzosin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Alfuzosin,PARTICIPATES_IN,Smooth muscle relaxation pathway
Alfuzosin,CAUSES,Orthostatic hypotension
Alfuzosin,CAUSES,Intraoperative floppy iris syndrome
Alfuzosin,CAUSES,Dizziness
Alfuzosin,CAUSES,Retrograde ejaculation
Doxazosin,TARGETS,Alpha-1A adrenergic receptor
Doxazosin,TARGETS,Alpha-1D adrenergic receptor
Doxazosin,METABOLIZED_BY,CYP3A4
Doxazosin,METABOLIZED_BY,CYP2D6
Doxazosin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Doxazosin,PARTICIPATES_IN,Smooth muscle relaxation pathway
Doxazosin,CAUSES,Orthostatic hypotension
Doxazosin,CAUSES,Intraoperative floppy iris syndrome
Doxazosin,CAUSES,Dizziness
Doxazosin,CAUSES,Retrograde ejaculation
Prazosin,TARGETS,Alpha-1A adrenergic receptor
Prazosin,TARGETS,Alpha-1D adrenergic receptor
Prazosin,METABOLIZED_BY,CYP3A4
Prazosin,METABOLIZED_BY,CYP2D6
Prazosin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Prazosin,PARTICIPATES_IN,Smooth muscle relaxation pathway
Prazosin,CAUSES,Orthostatic hypotension
Prazosin,CAUSES,Intraoperative floppy iris syndrome
Prazosin,CAUSES,Dizziness
Prazosin,CAUSES,Retrograde ejaculation
Terazosin,TARGETS,Alpha-1A adrenergic receptor
Terazosin,TARGETS,Alpha-1D adrenergic receptor
Terazosin,METABOLIZED_BY,CYP3A4
Terazosin,METABOLIZED_BY,CYP2D6
Terazosin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Terazosin,PARTICIPATES_IN,Smooth muscle relaxation pathway
Terazosin,CAUSES,Orthostatic hypotension
Terazosin,CAUSES,Intraoperative floppy iris syndrome
Terazosin,CAUSES,Dizziness
Terazosin,CAUSES,Retrograde ejaculation
Silodosin,TARGETS,Alpha-1A adrenergic receptor
Silodosin,TARGETS,Alpha-1D adrenergic receptor
Silodosin,METABOLIZED_BY,CYP3A4
Silodosin,METABOLIZED_BY,CYP2D6
Silodosin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Silodosin,PARTICIPATES_IN,Smooth muscle relaxation pathway
Silodosin,CAUSES,Orthostatic hypotension
Silodosin,CAUSES,Intraoperative floppy iris syndrome
Silodosin,CAUSES,Dizziness
Silodosin,CAUSES,Retrograde ejaculation
Famotidine,TARGETS,Histamine H2 receptor
Famotidine,METABOLIZED_BY,CYP2D6 (minor)
Famotidine,TRANSPORTED_BY,OCT2
Famotidine,TRANSPORTED_BY,MATE1
Famotidine,PARTICIPATES_IN,Gastric acid secretion pathway
Famotidine,CAUSES,Headache
Famotidine,CAUSES,Gynecomastia (cimetidine only)
Famotidine,CAUSES,Dizziness
Ranitidine,TARGETS,Histamine H2 receptor
Ranitidine,METABOLIZED_BY,CYP2D6 (minor)
Ranitidine,TRANSPORTED_BY,OCT2
Ranitidine,TRANSPORTED_BY,MATE1
Ranitidine,PARTICIPATES_IN,Gastric acid secretion pathway
Ranitidine,CAUSES,Headache
Ranitidine,CAUSES,Gynecomastia (cimetidine only)
Ranitidine,CAUSES,Dizziness
Cimetidine,TARGETS,Histamine H2 receptor
Cimetidine,METABOLIZED_BY,CYP2D6 (minor)
Cimetidine,TRANSPORTED_BY,OCT2
Cimetidine,TRANSPORTED_BY,MATE1
Cimetidine,PARTICIPATES_IN,Gastric acid secretion pathway
Cimetidine,CAUSES,Headache
Cimetidine,CAUSES,Gynecomastia (cimetidine only)
Cimetidine,CAUSES,Dizziness
Nizatidine,TARGETS,Histamine H2 receptor
Nizatidine,METABOLIZED_BY,CYP2D6 (minor)
Nizatidine,TRANSPORTED_BY,OCT2
Nizatidine,TRANSPORTED_BY,MATE1
Nizatidine,PARTICIPATES_IN,Gastric acid secretion pathway
Nizatidine,CAUSES,Headache
Nizatidine,CAUSES,Gynecomastia (cimetidine only)
Nizatidine,CAUSES,Dizziness
Prednisone,TARGETS,Glucocorticoid receptor
Prednisone,METABOLIZED_BY,CYP3A4
Prednisone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Prednisone,PARTICIPATES_IN,Glucocorticoid receptor signaling pathway
Prednisone,CAUSES,Hyperglycemia
Prednisone,CAUSES,Osteoporosis
Prednisone,CAUSES,Immunosuppression
Prednisone,CAUSES,Weight gain
Prednisone,CAUSES,Cushings features
Methylprednisolone,TARGETS,Glucocorticoid receptor
Methylprednisolone,METABOLIZED_BY,CYP3A4
Methylprednisolone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Methylprednisolone,PARTICIPATES_IN,Glucocorticoid receptor signaling pathway
Methylprednisolone,CAUSES,Hyperglycemia
Methylprednisolone,CAUSES,Osteoporosis
Methylprednisolone,CAUSES,Immunosuppression
Methylprednisolone,CAUSES,Weight gain
Methylprednisolone,CAUSES,Cushings features
Dexamethasone,TARGETS,Glucocorticoid receptor
Dexamethasone,METABOLIZED_BY,CYP3A4
Dexamethasone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Dexamethasone,PARTICIPATES_IN,Glucocorticoid receptor signaling pathway
Dexamethasone,CAUSES,Hyperglycemia
Dexamethasone,CAUSES,Osteoporosis
Dexamethasone,CAUSES,Immunosuppression
Dexamethasone,CAUSES,Weight gain
Dexamethasone,CAUSES,Cushings features
Hydrocortisone,TARGETS,Glucocorticoid receptor
Hydrocortisone,METABOLIZED_BY,CYP3A4
Hydrocortisone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Hydrocortisone,PARTICIPATES_IN,Glucocorticoid receptor signaling pathway
Hydrocortisone,CAUSES,Hyperglycemia
Hydrocortisone,CAUSES,Osteoporosis
Hydrocortisone,CAUSES,Immunosuppression
Hydrocortisone,CAUSES,Weight gain
Hydrocortisone,CAUSES,Cushings features
Fludrocortisone,TARGETS,Glucocorticoid receptor
Fludrocortisone,METABOLIZED_BY,CYP3A4
Fludrocortisone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Fludrocortisone,PARTICIPATES_IN,Glucocorticoid receptor signaling pathway
Fludrocortisone,CAUSES,Hyperglycemia
Fludrocortisone,CAUSES,Osteoporosis
Fludrocortisone,CAUSES,Immunosuppression
Fludrocortisone,CAUSES,Weight gain
Fludrocortisone,CAUSES,Cushings features
Betamethasone,TARGETS,Glucocorticoid receptor
Betamethasone,METABOLIZED_BY,CYP3A4
Betamethasone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Betamethasone,PARTICIPATES_IN,Glucocorticoid receptor signaling pathway
Betamethasone,CAUSES,Hyperglycemia
Betamethasone,CAUSES,Osteoporosis
Betamethasone,CAUSES,Immunosuppression
Betamethasone,CAUSES,Weight gain
Betamethasone,CAUSES,Cushings features
Triamcinolone,TARGETS,Glucocorticoid receptor
Triamcinolone,METABOLIZED_BY,CYP3A4
Triamcinolone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Triamcinolone,PARTICIPATES_IN,Glucocorticoid receptor signaling pathway
Triamcinolone,CAUSES,Hyperglycemia
Triamcinolone,CAUSES,Osteoporosis
Triamcinolone,CAUSES,Immunosuppression
Triamcinolone,CAUSES,Weight gain
Triamcinolone,CAUSES,Cushings features
Budesonide,TARGETS,Glucocorticoid receptor
Budesonide,METABOLIZED_BY,CYP3A4
Budesonide,TRANSPORTED_BY,P-glycoprotein (P-gp)
Budesonide,PARTICIPATES_IN,Glucocorticoid receptor signaling pathway
Budesonide,CAUSES,Hyperglycemia
Budesonide,CAUSES,Osteoporosis
Budesonide,CAUSES,Immunosuppression
Budesonide,CAUSES,Weight gain
Budesonide,CAUSES,Cushings features
Albuterol,TARGETS,Beta-2 adrenergic receptor
Albuterol,METABOLIZED_BY,Sulfotransferase (SULT)
Albuterol,TRANSPORTED_BY,OCT1
Albuterol,PARTICIPATES_IN,Bronchodilation signaling pathway
Albuterol,CAUSES,Tremor
Albuterol,CAUSES,Tachycardia
Albuterol,CAUSES,Hypokalemia
Albuterol,CAUSES,Palpitations
Salmeterol,TARGETS,Beta-2 adrenergic receptor
Salmeterol,METABOLIZED_BY,Sulfotransferase (SULT)
Salmeterol,TRANSPORTED_BY,OCT1
Salmeterol,PARTICIPATES_IN,Bronchodilation signaling pathway
Salmeterol,CAUSES,Tremor
Salmeterol,CAUSES,Tachycardia
Salmeterol,CAUSES,Hypokalemia
Salmeterol,CAUSES,Palpitations
Formoterol,TARGETS,Beta-2 adrenergic receptor
Formoterol,METABOLIZED_BY,Sulfotransferase (SULT)
Formoterol,TRANSPORTED_BY,OCT1
Formoterol,PARTICIPATES_IN,Bronchodilation signaling pathway
Formoterol,CAUSES,Tremor
Formoterol,CAUSES,Tachycardia
Formoterol,CAUSES,Hypokalemia
Formoterol,CAUSES,Palpitations
Levalbuterol,TARGETS,Beta-2 adrenergic receptor
Levalbuterol,METABOLIZED_BY,Sulfotransferase (SULT)
Levalbuterol,TRANSPORTED_BY,OCT1
Levalbuterol,PARTICIPATES_IN,Bronchodilation signaling pathway
Levalbuterol,CAUSES,Tremor
Levalbuterol,CAUSES,Tachycardia
Levalbuterol,CAUSES,Hypokalemia
Levalbuterol,CAUSES,Palpitations
Indacaterol,TARGETS,Beta-2 adrenergic receptor
Indacaterol,METABOLIZED_BY,Sulfotransferase (SULT)
Indacaterol,TRANSPORTED_BY,OCT1
Indacaterol,PARTICIPATES_IN,Bronchodilation signaling pathway
Indacaterol,CAUSES,Tremor
Indacaterol,CAUSES,Tachycardia
Indacaterol,CAUSES,Hypokalemia
Indacaterol,CAUSES,Palpitations
Vilanterol,TARGETS,Beta-2 adrenergic receptor
Vilanterol,METABOLIZED_BY,Sulfotransferase (SULT)
Vilanterol,TRANSPORTED_BY,OCT1
Vilanterol,PARTICIPATES_IN,Bronchodilation signaling pathway
Vilanterol,CAUSES,Tremor
Vilanterol,CAUSES,Tachycardia
Vilanterol,CAUSES,Hypokalemia
Vilanterol,CAUSES,Palpitations
Olodaterol,TARGETS,Beta-2 adrenergic receptor
Olodaterol,METABOLIZED_BY,Sulfotransferase (SULT)
Olodaterol,TRANSPORTED_BY,OCT1
Olodaterol,PARTICIPATES_IN,Bronchodilation signaling pathway
Olodaterol,CAUSES,Tremor
Olodaterol,CAUSES,Tachycardia
Olodaterol,CAUSES,Hypokalemia
Olodaterol,CAUSES,Palpitations
Diazepam,TARGETS,GABA-A receptor (alpha-1/2/3/5 subunits)
Diazepam,METABOLIZED_BY,CYP3A4
Diazepam,METABOLIZED_BY,CYP2C19
Diazepam,METABOLIZED_BY,UGT1A4
Diazepam,TRANSPORTED_BY,P-glycoprotein (P-gp)
Diazepam,PARTICIPATES_IN,GABAergic neurotransmission pathway
Diazepam,CAUSES,Sedation
Diazepam,CAUSES,Tolerance
Diazepam,CAUSES,Dependence
Diazepam,CAUSES,Respiratory depression
Diazepam,CAUSES,Anterograde amnesia
Alprazolam,TARGETS,GABA-A receptor (alpha-1/2/3/5 subunits)
Alprazolam,METABOLIZED_BY,CYP3A4
Alprazolam,METABOLIZED_BY,CYP2C19
Alprazolam,METABOLIZED_BY,UGT1A4
Alprazolam,TRANSPORTED_BY,P-glycoprotein (P-gp)
Alprazolam,PARTICIPATES_IN,GABAergic neurotransmission pathway
Alprazolam,CAUSES,Sedation
Alprazolam,CAUSES,Tolerance
Alprazolam,CAUSES,Dependence
Alprazolam,CAUSES,Respiratory depression
Alprazolam,CAUSES,Anterograde amnesia
Lorazepam,TARGETS,GABA-A receptor (alpha-1/2/3/5 subunits)
Lorazepam,METABOLIZED_BY,CYP3A4
Lorazepam,METABOLIZED_BY,CYP2C19
Lorazepam,METABOLIZED_BY,UGT1A4
Lorazepam,TRANSPORTED_BY,P-glycoprotein (P-gp)
Lorazepam,PARTICIPATES_IN,GABAergic neurotransmission pathway
Lorazepam,CAUSES,Sedation
Lorazepam,CAUSES,Tolerance
Lorazepam,CAUSES,Dependence
Lorazepam,CAUSES,Respiratory depression
Lorazepam,CAUSES,Anterograde amnesia
Clonazepam,TARGETS,GABA-A receptor (alpha-1/2/3/5 subunits)
Clonazepam,METABOLIZED_BY,CYP3A4
Clonazepam,METABOLIZED_BY,CYP2C19
Clonazepam,METABOLIZED_BY,UGT1A4
Clonazepam,TRANSPORTED_BY,P-glycoprotein (P-gp)
Clonazepam,PARTICIPATES_IN,GABAergic neurotransmission pathway
Clonazepam,CAUSES,Sedation
Clonazepam,CAUSES,Tolerance
Clonazepam,CAUSES,Dependence
Clonazepam,CAUSES,Respiratory depression
Clonazepam,CAUSES,Anterograde amnesia
Midazolam,TARGETS,GABA-A receptor (alpha-1/2/3/5 subunits)
Midazolam,METABOLIZED_BY,CYP3A4
Midazolam,METABOLIZED_BY,CYP2C19
Midazolam,METABOLIZED_BY,UGT1A4
Midazolam,TRANSPORTED_BY,P-glycoprotein (P-gp)
Midazolam,PARTICIPATES_IN,GABAergic neurotransmission pathway
Midazolam,CAUSES,Sedation
Midazolam,CAUSES,Tolerance
Midazolam,CAUSES,Dependence
Midazolam,CAUSES,Respiratory depression
Midazolam,CAUSES,Anterograde amnesia
Temazepam,TARGETS,GABA-A receptor (alpha-1/2/3/5 subunits)
Temazepam,METABOLIZED_BY,CYP3A4
Temazepam,METABOLIZED_BY,CYP2C19
Temazepam,METABOLIZED_BY,UGT1A4
Temazepam,TRANSPORTED_BY,P-glycoprotein (P-gp)
Temazepam,PARTICIPATES_IN,GABAergic neurotransmission pathway
Temazepam,CAUSES,Sedation
Temazepam,CAUSES,Tolerance
Temazepam,CAUSES,Dependence
Temazepam,CAUSES,Respiratory depression
Temazepam,CAUSES,Anterograde amnesia
Triazolam,TARGETS,GABA-A receptor (alpha-1/2/3/5 subunits)
Triazolam,METABOLIZED_BY,CYP3A4
Triazolam,METABOLIZED_BY,CYP2C19
Triazolam,METABOLIZED_BY,UGT1A4
Triazolam,TRANSPORTED_BY,P-glycoprotein (P-gp)
Triazolam,PARTICIPATES_IN,GABAergic neurotransmission pathway
Triazolam,CAUSES,Sedation
Triazolam,CAUSES,Tolerance
Triazolam,CAUSES,Dependence
Triazolam,CAUSES,Respiratory depression
Triazolam,CAUSES,Anterograde amnesia
Chlordiazepoxide,TARGETS,GABA-A receptor (alpha-1/2/3/5 subunits)
Chlordiazepoxide,METABOLIZED_BY,CYP3A4
Chlordiazepoxide,METABOLIZED_BY,CYP2C19
Chlordiazepoxide,METABOLIZED_BY,UGT1A4
Chlordiazepoxide,TRANSPORTED_BY,P-glycoprotein (P-gp)
Chlordiazepoxide,PARTICIPATES_IN,GABAergic neurotransmission pathway
Chlordiazepoxide,CAUSES,Sedation
Chlordiazepoxide,CAUSES,Tolerance
Chlordiazepoxide,CAUSES,Dependence
Chlordiazepoxide,CAUSES,Respiratory depression
Chlordiazepoxide,CAUSES,Anterograde amnesia
Oxazepam,TARGETS,GABA-A receptor (alpha-1/2/3/5 subunits)
Oxazepam,METABOLIZED_BY,CYP3A4
Oxazepam,METABOLIZED_BY,CYP2C19
Oxazepam,METABOLIZED_BY,UGT1A4
Oxazepam,TRANSPORTED_BY,P-glycoprotein (P-gp)
Oxazepam,PARTICIPATES_IN,GABAergic neurotransmission pathway
Oxazepam,CAUSES,Sedation
Oxazepam,CAUSES,Tolerance
Oxazepam,CAUSES,Dependence
Oxazepam,CAUSES,Respiratory depression
Oxazepam,CAUSES,Anterograde amnesia
Amitriptyline,TARGETS,Norepinephrine transporter (NET)
Amitriptyline,TARGETS,Serotonin transporter (SERT)
Amitriptyline,TARGETS,Muscarinic/Histamine receptors
Amitriptyline,METABOLIZED_BY,CYP2D6
Amitriptyline,METABOLIZED_BY,CYP1A2
Amitriptyline,TRANSPORTED_BY,P-glycoprotein (P-gp)
Amitriptyline,PARTICIPATES_IN,Monoaminergic neurotransmission pathway
Amitriptyline,CAUSES,Anticholinergic effects
Amitriptyline,CAUSES,QTc prolongation
Amitriptyline,CAUSES,Orthostatic hypotension
Amitriptyline,CAUSES,Sedation
Amitriptyline,CAUSES,Weight gain
Nortriptyline,TARGETS,Norepinephrine transporter (NET)
Nortriptyline,TARGETS,Serotonin transporter (SERT)
Nortriptyline,TARGETS,Muscarinic/Histamine receptors
Nortriptyline,METABOLIZED_BY,CYP2D6
Nortriptyline,METABOLIZED_BY,CYP1A2
Nortriptyline,TRANSPORTED_BY,P-glycoprotein (P-gp)
Nortriptyline,PARTICIPATES_IN,Monoaminergic neurotransmission pathway
Nortriptyline,CAUSES,Anticholinergic effects
Nortriptyline,CAUSES,QTc prolongation
Nortriptyline,CAUSES,Orthostatic hypotension
Nortriptyline,CAUSES,Sedation
Nortriptyline,CAUSES,Weight gain
Imipramine,TARGETS,Norepinephrine transporter (NET)
Imipramine,TARGETS,Serotonin transporter (SERT)
